CumuTrainTime,Iteration,CumuTime (s),CumuSteps,CumuCompletedTrajs,CumuUpdates,StepsPerSecond,UpdatesPerSecond,ReplayRatio,CumuReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
0.0,0,1.1962895393371582,80,0,0,nan,nan,0.0,0.0,128.57894736842104,46.65050999831077,111.5,74,280,-497.4241175834041,178.812892422898,-476.5911975669841,-1128.9841579139018,-161.11000059717486,128.57894736842104,46.65050999831077,111.5,74,280,-206.38677918679207,60.61084128915488,-208.6031566864907,-325.96899994248645,-36.38365457700727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.551051139831543,5,3.0008704662323,480,3,96,871.0625299618047,174.21250599236092,4.0,4.0,114.34408602150538,43.582943942088946,100.0,72,337,-645.1687063167752,269.0859243832743,-565.8172305368776,-1889.7893148243297,-348.6082907140819,114.34408602150538,43.582943942088946,100.0,72,337,-302.7961634238968,71.33340813088475,-307.3877203897565,-475.5549838472705,-120.12086624821106,90.35894131660461,61.76033422198844,70.52080917358398,15.053739547729492,243.68893432617188,280.88632,179.26071,227.432,2.1294584,913.23395,0.852336083073169,0.274972174270536,0.933547168970108,0.2317468374967575,1.1445419788360596,2.426983118057251,0.5792608643478317,2.5435373783111572,1.2608755826950073,3.141005754470825
1.1316165924072266,11,4.902298927307129,960,8,192,826.7801638393671,165.35603276787342,4.0,4.0,81.32374100719424,16.831033270981727,79.0,52,131,-162.4928305801358,77.94313900927705,-145.91425281634463,-479.94725362110546,20.545060925549194,81.32374100719424,16.831033270981727,79.0,52,131,-89.34011877142007,41.44797522869851,-78.43754960417752,-221.40902151065447,-8.447329125240632,69.87879702448845,71.42974454806729,32.845232009887695,4.085848331451416,322.5692443847656,288.56116,248.31044,196.73198,18.690004,1117.3046,0.9467561952769756,0.22451655731715306,0.971374124288559,0.4347439408302307,1.335107684135437,2.6481008442739644,0.5743869858475681,2.65032422542572,1.544944167137146,3.803506374359131
1.6916711330413818,17,6.693104267120361,1440,9,288,857.0593847100878,171.41187694201756,4.0,4.0,74.9673202614379,14.542441066251788,73.0,53,116,-157.24427649924175,82.48087177017645,-138.10379354915673,-445.51170693713567,24.434768404963165,74.9673202614379,14.542441066251788,73.0,53,116,-91.5444482045763,44.28911316337777,-81.50368284553285,-239.86636338297936,7.837298925040116,13.555918276309967,6.7257609871669,11.840058326721191,3.229013681411743,36.0616569519043,127.21148,72.17735,116.69769,21.548101,322.51752,1.3219723242024581,0.07283844930105633,1.3423084020614624,1.025022029876709,1.3850315809249878,3.7608917579054832,0.24869151058416283,3.828168749809265,2.796694040298462,3.9949564933776855
2.283795118331909,23,8.535382270812988,1920,17,384,810.641034519969,162.1282069039938,4.0,4.0,70.87730061349693,13.069316384192492,69.0,51,104,-135.70736988116073,47.92497565830303,-133.0136615656339,-322.7039798637609,41.27107406602323,70.87730061349693,13.069316384192492,69.0,51,104,-80.33919314859813,26.33481817005756,-79.50386237529597,-166.26842079590585,21.60507092431186,77.7576259697477,107.4641284690446,36.73727607727051,2.0523934364318848,502.3133544921875,206.05367,170.56711,127.479065,8.560934,935.8133,0.7925279193247358,0.3364530851960879,0.7069377601146698,0.26902490854263306,1.3379536867141724,2.347415279597044,0.8058128948801926,2.0369582176208496,1.311510443687439,3.8118820190429688
2.8847389221191406,29,10.468265771865845,2400,23,480,798.7435713206014,159.74871426412028,4.0,4.0,68.5680473372781,13.38759194480469,67.0,50,143,-131.63665257741414,39.22224157168651,-134.0996801268909,-375.8550172878597,-5.83930878750823,68.5680473372781,13.38759194480469,67.0,50,143,-78.46189696983366,20.153607053364908,-80.58227348748471,-174.86789460541982,-11.826055358264938,12.537654276626805,22.988219654737453,3.7022900581359863,-0.343953937292099,127.01734161376953,107.86163,94.3351,77.23013,3.1066806,534.1473,0.39437905031566817,0.2752586443354407,0.30648186802864075,0.07994785904884338,1.0268718004226685,1.5459782183170319,0.46673951642494793,1.358761191368103,1.0832675695419312,2.794524908065796
3.48069167137146,35,12.28801155090332,2880,30,576,805.4329820647806,161.0865964129561,4.0,4.0,70.18072289156626,12.224944455796408,68.0,51,105,-130.32009293688301,36.00851520072675,-129.25001415741576,-210.4987281083275,36.876724295938914,70.18072289156626,12.224944455796408,68.0,51,105,-77.53698712421937,20.365591236679904,-79.16938175830438,-118.68592464474906,6.011592899174509,34.839770418747015,79.42122583632624,14.129709243774414,-0.055144522339105606,464.5699157714844,141.51064,112.97858,103.735794,7.8453817,452.08218,0.2463111789741864,0.1722476929785761,0.18692905455827713,0.067252516746521,0.728379487991333,1.3009159974753857,0.250319522757893,1.2061378359794617,1.0695973634719849,2.0772223472595215
4.078492879867554,41,14.109271764755249,3360,38,672,802.9425052645013,160.58850105290026,4.0,4.0,69.90419161676647,11.965636192706896,69.0,52,98,-128.73794444040055,44.05732531006416,-131.14105291662923,-335.9983951296796,17.601719384450334,69.90419161676647,11.965636192706896,69.0,52,98,-76.87049345652055,23.665338495216425,-80.5162755610596,-153.6358884163398,-0.25984588595032676,15.336024940091496,14.203638960499566,9.922492504119873,-0.08884110301733017,48.30270767211914,106.81373,79.28587,82.70169,4.5264535,437.6833,0.09780100645730272,0.07977922843919132,0.08638980239629745,0.017193449661135674,0.327396422624588,1.1068578374882538,0.09380058993938725,1.0905036330223083,1.0173594951629639,1.3901469707489014
4.674071788787842,47,15.929082870483398,3840,44,768,805.9385461956358,161.18770923912717,4.0,4.0,71.20987654320987,11.699652890685952,70.0,50,92,-130.7130495562739,35.9621995321141,-134.02065766413276,-298.85523379301105,4.136325959939754,71.20987654320987,11.699652890685952,70.0,50,92,-77.23530497587292,19.58458984468261,-79.49174939297282,-149.19227286982377,-6.065781960156272,50.69301099345709,109.6385903823436,13.462748527526855,-0.70423823595047,595.7512817382812,131.00334,163.11398,69.629364,4.915732,888.2757,0.021370028882908326,0.0034884274990602203,0.020718724466860294,0.015755917876958847,0.03450143709778786,1.021624457091093,0.0035822443667374118,1.020946443080902,1.0158946514129639,1.0351495742797852
5.286640882492065,53,17.781540632247925,4320,51,864,783.585076252257,156.7170152504514,4.0,4.0,68.73652694610779,11.681503672800737,68.0,50,93,-124.7271510489842,43.289937442326355,-131.649594677306,-201.68712647142308,43.18699032353953,68.73652694610779,11.681503672800737,68.0,50,93,-75.31434151990561,23.98966115820113,-80.0667968730139,-115.74237506409179,19.9537855726088,50.21022446329395,65.5120024792113,14.91880750656128,0.422140896320343,256.5553894042969,136.64241,132.70523,80.72483,9.864514,527.23346,0.03237193508539349,0.006462319740059934,0.031623998656868935,0.018655171617865562,0.0473027229309082,1.0329756550490856,0.006678828843596108,1.0321664810180664,1.0188552141189575,1.0484707355499268
