CumuTrainTime,Iteration,CumuTime (s),CumuSteps,CumuCompletedTrajs,CumuUpdates,StepsPerSecond,UpdatesPerSecond,ReplayRatio,CumuReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,entropyAverage,entropyStd,entropyMedian,entropyMin,entropyMax,perplexityAverage,perplexityStd,perplexityMedian,perplexityMin,perplexityMax
0.0,0,0.822296142578125,80,0,0,nan,nan,0.0,0.0,94.9090909090909,19.265007030047215,91.0,62,155,-203.96277843834446,138.84330915914597,-150.78828223164498,-628.8791604265338,26.599403459038314,94.9090909090909,19.265007030047215,91.0,62,155,-100.75043630526555,72.5525799662897,-71.26953465903843,-333.555661383543,0.5877475563091821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.23030686378479004,5,1.854429006576538,480,2,96,2084.175834414277,416.8351668828554,4.0,4.0,91.40163934426229,21.51120936767832,89.0,55,154,-143.47392188665484,78.19982499867731,-118.75815496254734,-402.2834720621768,20.309285794485646,91.40163934426229,21.51120936767832,89.0,55,154,-71.67642094873977,39.618475745207036,-60.18556478663341,-223.0105745945865,-4.811584763815219,98.1855430950721,199.73298548865336,29.046613693237305,5.854424953460693,1325.89111328125,14.819328,11.627485,11.265175,2.6052306,76.4584,1.3729533193012078,0.0020081572760749524,1.373163640499115,1.3675296306610107,1.3770633935928345,3.9470834905902543,0.007887800739644518,3.947867751121521,3.925654888153076,3.9632792472839355
0.44083738327026367,11,2.835347890853882,960,8,192,2279.954474881346,455.9908949762692,4.0,4.0,84.14074074074074,18.702807459274943,80.0,55,125,-133.26554680468473,61.9790357663262,-118.4220416059548,-356.33667747841855,-9.62337455491658,84.14074074074074,18.702807459274943,80.0,55,125,-68.71516702977912,30.56500274274676,-62.038225647481454,-164.61439757999247,-11.490290035518633,177.66615625222525,233.82147726507912,31.52980327606201,7.077805995941162,1019.6824951171875,28.566437,26.817604,15.54066,3.113554,132.55412,1.3593351058661938,0.01345599843207888,1.3623296022415161,1.3174744844436646,1.3766520023345947,3.8952006275455155,0.050202862526750526,3.9056122303009033,3.7450079917907715,3.961660385131836
0.654620885848999,17,3.7765426635742188,1440,16,288,2245.262118966446,449.05242379328917,4.0,4.0,103.09174311926606,26.651864070444024,101.0,58,268,-196.08119826731817,111.02898698936166,-186.14244773706918,-542.0962690863371,6.230326396565445,103.09174311926606,26.651864070444024,101.0,58,268,-93.45126769834413,54.070738397123435,-83.98010248514069,-282.5408981602893,-1.4616907408634816,381.88154682765406,336.76109612807625,413.4255676269531,3.045992136001587,1568.0577392578125,54.862823,43.562336,49.605637,3.0205486,201.29448,1.3568647267917793,0.010096385941003061,1.357089102268219,1.320326328277588,1.3776015043258667,3.886832388738791,0.03698504789006097,3.8866082429885864,3.7657501697540283,3.965414047241211
0.8848938941955566,23,4.74789571762085,1920,18,384,2084.4822562860118,416.89645125720233,4.0,4.0,124.46666666666667,33.06330628086402,118.5,75,209,-237.40118099606315,147.29308389863914,-209.61074530578685,-580.2293515487546,9.176352184579585,124.46666666666667,33.06330628086402,118.5,75,209,-98.36225120095888,67.3063860149135,-87.38509917216692,-286.0389409338349,13.303014342598708,67.6007620493571,97.98910691417787,22.19891357421875,8.199539184570312,604.6724243164062,34.12814,22.56383,28.982834,7.8803415,151.18184,1.3102896163860958,0.036865442825616844,1.303863286972046,1.2482554912567139,1.3624351024627686,3.7100584035118422,0.13635998553101641,3.6838319301605225,3.484889268875122,3.9057846069335938
1.1355106830596924,29,5.748979091644287,2400,21,480,1915.2747195249453,383.05494390498905,4.0,4.0,109.87128712871286,30.491246387514103,105.0,61,187,-142.03671595007233,86.06861692775166,-115.25932277637656,-507.7108276566076,2.4317729134734662,109.87128712871286,30.491246387514103,105.0,61,187,-61.71084676655678,38.15458122662637,-48.74595844416376,-220.7621808856734,1.5981243369694766,101.53040002783139,157.2851799958726,38.78769874572754,7.141672134399414,712.8651733398438,64.6847,49.690968,50.11027,9.740404,237.17442,1.249683417379856,0.016284744547012835,1.250697135925293,1.198386549949646,1.2843812704086304,3.498210661113262,0.05386086964918598,3.498280644416809,3.347229480743408,3.6136245727539062
1.3558707237243652,35,6.719745874404907,2880,25,576,2178.2533645944795,435.6506729188959,4.0,4.0,113.45263157894736,32.845016740043526,109.0,66,191,-142.91506285503314,103.69253877821154,-110.08416723519281,-440.9273657811744,52.122966424009604,113.45263157894736,32.845016740043526,109.0,66,191,-58.109583215584934,40.40610324132111,-48.830770239960415,-199.06514466865747,24.36806175185081,118.6645781348149,147.8264506728067,29.081937789916992,2.570115089416504,642.3466186523438,70.71494,56.976654,57.139404,6.9124765,263.5593,1.2162073378761609,0.03427430589553875,1.2190141677856445,1.093164086341858,1.2878663539886475,3.4130226522684097,0.09991815745365432,3.420533061027527,3.0723519325256348,3.637230634689331
1.586437463760376,41,7.669903516769409,3360,31,672,2081.8267193482975,416.3653438696595,4.0,4.0,132.17283950617283,41.201938742427345,121.0,73,282,-182.09142950349562,124.08499383310537,-161.09660100642182,-448.88365039703774,38.190658789452726,132.17283950617283,41.201938742427345,121.0,73,282,-69.87706085790025,49.883126780926425,-60.350900130777624,-175.80878411578593,22.44439722758746,157.99264700214067,184.23027642214925,39.564401626586914,2.855311393737793,696.3236694335938,77.65543,78.32043,34.711353,7.8637714,382.56738,1.243496912221114,0.02463191031452451,1.2522939443588257,1.1240826845169067,1.2749289274215698,3.479111430545648,0.07081577547741649,3.5006532669067383,3.1884055137634277,3.581265687942505
1.7968652248382568,47,8.581491231918335,3840,33,768,2281.067847423176,456.2135694846351,4.0,4.0,179.0677966101695,61.456575383411476,168.0,80,377,-476.89421232797037,247.25591134964276,-446.4584423148833,-1193.002527614672,-25.492689120874132,179.0677966101695,61.456575383411476,168.0,80,377,-146.71699295460894,75.93550070492911,-142.3867749354749,-316.7745613006472,24.5098810535817,93.05026909460624,171.64417950519706,10.841001510620117,2.9107282161712646,728.6136474609375,50.225727,60.393543,22.818947,6.0013003,282.05746,1.1093927081674337,0.06505982358555804,1.1262776255607605,0.9696089625358582,1.2249197959899902,3.039940983057022,0.19672472259786497,3.084978222846985,2.6380622386932373,3.4071812629699707
2.017094850540161,53,9.502186298370361,4320,35,864,2179.543276569486,435.9086553138972,4.0,4.0,164.40625,60.795949379358326,154.0,78,343,-364.8797112990352,201.62978864986778,-328.3329896278316,-955.6475623664979,21.714806756142394,164.40625,60.795949379358326,154.0,78,343,-121.68780108375148,65.04717011463728,-123.24391176126514,-257.1162930038843,31.709054344716442,49.42041693131129,73.50957587528825,18.336918830871582,4.045167922973633,316.2215270996094,47.52036,47.02448,31.876898,6.346862,244.4368,0.9491877562055985,0.05653822931226677,0.9501872658729553,0.8495667576789856,1.0523443222045898,2.592829609910647,0.14603174880364897,2.590638041496277,2.343435764312744,2.8664956092834473
